repeat	i did not hear you

repeat	i didn't get that, please repeat

repeat	please repeat yourself

repeat	i didn't catch that, please repeat

repeat	can you say that over

repeat	restate the last thing you told me

repeat	repeat what you just said

repeat	i didn't catch that say it again

repeat	what was that last thing you said

repeat	repeat what you just told me

repeat	please say that one more time

repeat	hold on what was that you just said

repeat	repeat that last response

repeat	i need you to repeat that, please

repeat	i did not quite hear you, can you say it again

repeat	can you please repeat that response

repeat	i did not hear you, please repeat

repeat	say it one more time please

repeat	i didn't hear, please say it again

repeat	im sorry can you repeat yourself

repeat	i missed what you said, can you say it again

repeat	i couldn't hear you, can you repeat it

repeat	i didn't hear say it again please

repeat	can you repeat yourself

repeat	i would like you to repeat yourself

repeat	i missed that last one, please repeat

repeat	what was that

repeat	i didn't hear you can you repeat that

repeat	please repeat that phrase

repeat	i missed what you said, please say it again

repeat	can you tell me what you just said

repeat	will you repeat that, please

repeat	could you repeat that, please

repeat	would you repeat that, please

repeat	would you repeat that

repeat	would you please ask the question again

repeat	i am needing for you to say that again

repeat	i need for you to ask the question again

repeat	could you ask the question again

repeat	i am going to need you to say that again

repeat	would you say that again, please

repeat	repeat the question

repeat	i didn't hear what you said

repeat	repeat that please

repeat	i didn't hear you

repeat	i didnt hear what you just said, can you say it again

repeat	may you repeat what you said again

repeat	i didn't hear what you just said, can you repeat it

repeat	i didn't understand what you just said, can you repeat it

repeat	i didnt understand what you just said, can you say it again

repeat	can you say what you just said again

repeat	could you repeat what you just said again

repeat	would you repeat what you just said

repeat	will you please repeat what you said

repeat	what did you just mention

repeat	i need that said again

repeat	i need to know again

repeat	please say it again

repeat	tell me once more

repeat	repeat that again

repeat	replay what you just said

repeat	i missed that, say it again

repeat	could you say that again

repeat	repeat your last message

repeat	say it one more time

repeat	i did not understand say it again

repeat	can you please sat it one more time

repeat	i did not catch that, repeat what you just said

repeat	sorry, i didn't hear you, can you say that gain

repeat	i didn't hear you, can you repeat that louder

repeat	i didn't catch that so please repeat it

repeat	please run that by me again

repeat	i missed that say it again

repeat	can you say again

repeat	please repeat what you just said

repeat	can i get you to say that once more

repeat	will you repeat what you just said

repeat	please repeat over what you said

repeat	come again with that

yes	yep

yes	that is affirmative

yes	what you just said is true

yes	that is not false

yes	that is a fact

yes	i agree with the truth of what you just said

yes	i believe what you just said is true

yes	that would be great

yes	that would be awesome

yes	that is totally true

yes	oh yes

yes	yes that is right

yes	that is a yes

yes	that seems true

yes	positive

yes	true

yes	very true

yes	that will be true

yes	that appears true

yes	that is true

yes	it is true

yes	that is right

yes	that statement was correct

yes	i think that's true

yes	that is accurate

yes	yes, that is it

yes	correct

yes	the answer is yes

yes	all right

yes	it's indeed true

yes	that's a yes from me

yes	yes you are correct

yes	that's a definite yes

yes	yes that's it

yes	i vote yes

yes	that is correct

yes	yes, that is true

yes	yep, that's right

yes	yeah that's what i want

yes	you got it

yes	yeah that's right, so true

yes	true is my response

yes	yes, that's affirmative

yes	yes, you got it

yes	absolutely!

yes	do that

yes	absolutely correct

yes	confirm

yes	yes, i'd really like that alot

yes	agreed, that's valid

yes	affirmative, go ahead

yes	yes that's correct

yes	yeah, that's how it is

yes	yeah, that's right

yes	of course

yes	that's the truth

yes	exactly right

yes	yes, that's accurate

yes	yes, that is accurate

yes	yes, that's what i want

yes	yes, that is a fact

yes	yes, that is correct

yes	yes, that's confirmed

yes	indeed

yes	yes

yes	uh-huh

yes	correct, that's true

yes	yes, that's correct

yes	yeah

yes	yeap

yes	ok

yes	sure thing

yes	yes you are right

yes	yes you are

yes	yes i do like that

yes	yes that is correct

yes	yes i am

yes	i think it's true

yes	that would be yes

yes	that would be true

yes	i believe that's true

yes	uh huh

yes	yep, that's true

yes	yes, that is actually true

yes	yes, that's it

yes	yes, that is right

yes	correct, it is affirmative

yes	the answer to that is a resounding yes

yes	i can confirm it is affirmative

yes	my response to that is yes

yes	i have to say affirmative on that one

yes	i would have to say yes as my answer

yes	the answer to that is affirmative

yes	that is true, yes

yes	it is definitely affirmative

yes	it is very much true

yes	it is a true

yes	its a for sure true

yes	yes sir

yes	it's true

how_old_are_you	what is your birthday again

how_old_are_you	how many years on the earth

how_old_are_you	what year were you born

how_old_are_you	how many days old are you

how_old_are_you	when were you created

how_old_are_you	what date were you created on

how_old_are_you	when did you come to exist

how_old_are_you	how many years do you have

how_old_are_you	i'd like to know how old you are

how_old_are_you	can you tell me how old you are

how_old_are_you	how long have you been alive for

how_old_are_you	how many years ago was al born

how_old_are_you	how old is al

how_old_are_you	what is al's age

how_old_are_you	how many years has al been on earth

how_old_are_you	you are how old now

how_old_are_you	what is your birth date

how_old_are_you	where's your place of birth

how_old_are_you	where did you grow up

how_old_are_you	how many years are you

how_old_are_you	what age are you

how_old_are_you	what would your age be

how_old_are_you	tell me when you were born

how_old_are_you	i'd love to hear when you were born

how_old_are_you	i'd like to know when you were born

how_old_are_you	lemme know when you were born

how_old_are_you	do you know when you were born

how_old_are_you	how many years have you been on

how_old_are_you	how long have you been here

how_old_are_you	how many years have you been operating

how_old_are_you	how old did you just turn

how_old_are_you	how old will you be next year

how_old_are_you	how old are you again

how_old_are_you	i am wanting to know how old you are

how_old_are_you	tell me how old youare

how_old_are_you	let me know how old you are

how_old_are_you	let me know when you were born

how_old_are_you	would you tell me your age

how_old_are_you	i would like to know when you were born

how_old_are_you	i want to know how old you are

how_old_are_you	i want to know your age

how_old_are_you	could you let me know how old you are

how_old_are_you	could you tell me when you were born

how_old_are_you	i need to know how old you are

how_old_are_you	i am needing to know when you were born

how_old_are_you	tell me your age

how_old_are_you	your age please

how_old_are_you	how long have you been alive

how_old_are_you	you are how old

how_old_are_you	how old are you now

how_old_are_you	how old are you exactly at the moment

how_old_are_you	what's your age again

how_old_are_you	how old are you exactly

how_old_are_you	how many years old are you

how_old_are_you	what is your age

how_old_are_you	how old are you, again

how_old_are_you	tell me how old you are

how_old_are_you	how old are you

how_old_are_you	what is your creation date

how_old_are_you	do you have a birth date

how_old_are_you	for how long have you existed

how_old_are_you	ai, how old are you

how_old_are_you	ai, how long have you been alive

how_old_are_you	ai, how many months old are you

how_old_are_you	ai, how long have you been working

how_old_are_you	how old is the ai

how_old_are_you	what is the age of the ai

how_old_are_you	can you tell me how old you are

how_old_are_you	can you tell me the age of you

how_old_are_you	what age is the ai

how_old_are_you	how old are you siri

how_old_are_you	what's your age siri

how_old_are_you	what's your age alexa

how_old_are_you	how old are you alexa

how_old_are_you	how old are you today

how_old_are_you	can you tell me when you were born

how_old_are_you	are you older than me

how_old_are_you	please tell me your date of birth

how_old_are_you	on what day and date of what year were you born

how_old_are_you	do you know exactly when you were born

how_old_are_you	what is the exact date of your birth

how_old_are_you	how long have you been around

how_old_are_you	what birthday are you celebrating this year

how_old_are_you	what age were you on your last birthday

how_old_are_you	how old are you

how_old_are_you	what is your age

how_old_are_you	when was your birth

how_old_are_you	you're how old

how_old_are_you	what's your birth date

how_old_are_you	how long have you been around

how_old_are_you	are you young or old

how_old_are_you	how long have you been functional

how_old_are_you	what's your age

how_old_are_you	when did you originate

how_old_are_you	what is the date of your birth

how_old_are_you	what is your birthday

how_old_are_you	tell me your date of birth

how_old_are_you	tell me your age please

how_old_are_you	tell me your birthday

how_old_are_you	how long ago were you born

tell_joke	please, recite to me some good one liners

tell_joke	do you know any good jokes about zebras

tell_joke	can you tell me any truly funny knock knock jokes

tell_joke	what do people find funny about food

tell_joke	what are some funny things about food

tell_joke	show me something funny about food

tell_joke	indicate something funny on the topic of food

tell_joke	what's a good joke

tell_joke	i'd love to hear a joke

tell_joke	can you tell a joke

tell_joke	would you tell me a joke

tell_joke	how about you tell me a joke

tell_joke	will you tell a joke

tell_joke	please tell me a joke

tell_joke	make me laugh

tell_joke	do you have any jokes

tell_joke	tell me something funny

tell_joke	hit me with a good joke

tell_joke	what's the funniest joke you know

tell_joke	tell me a joke if you'd like to

tell_joke	tell me a funny joke

tell_joke	i'd like you to tell me a joke

tell_joke	do you know any good jokes

tell_joke	know any jokes

tell_joke	i wanna hear something funny

tell_joke	i would like to listen to a funny joke

tell_joke	what jokes do you know

tell_joke	could you please tell me a good joke

tell_joke	what funny jokes do you know

tell_joke	can you make me laugh

tell_joke	can you tell me a few funny jokes

tell_joke	tell me something funny about parenting

tell_joke	do you have a list of funny jokes

tell_joke	i want to hear something funny

tell_joke	tell me something funny about animals

tell_joke	tell me something funny about politics

tell_joke	tell me something amusing

tell_joke	say something funny

tell_joke	tell me something funny about adulthood

tell_joke	tell me something funny about americans

tell_joke	could you please share a joke with me

tell_joke	i could really use a laugh right now

tell_joke	would you like to tell me a joke

tell_joke	can you tell me a joke

tell_joke	i'd like to hear a joke

tell_joke	i want to hear you tell a joke

tell_joke	tell me a joke

tell_joke	tell me a joke about politicians

tell_joke	tell me something that'll make me laugh

tell_joke	tell me a joke about cows

tell_joke	do you know anything funny about cats

tell_joke	tell me a joke about jobs

tell_joke	what's the funniest thing you know about artificial intelligence

tell_joke	can you tell me a joke about politicians

tell_joke	tell me a joke about cars

tell_joke	can you tell me something funny

tell_joke	do you know any good jokes about lawyers

tell_joke	what’s your favorite funny joke

tell_joke	make me laugh with a funny joke

tell_joke	what funny joke do you know

tell_joke	i want to hear a joke that’s funny

tell_joke	tell me a dirty joke

tell_joke	tell me a non-offensive joke

tell_joke	i would like to hear a funny joke

tell_joke	look for funny jokes

tell_joke	what are some funny jokes

tell_joke	tell me something funny about pizza

tell_joke	tell me something funny about people

tell_joke	tell me something funny about love

tell_joke	say something hilarious

tell_joke	make me giggle

tell_joke	i need a good laugh

tell_joke	heard any good jokes lately

tell_joke	tell me a pun

tell_joke	what's the latest joke you've heard

tell_joke	tell me a joke about dogs

tell_joke	let me know something funny

tell_joke	tell me a joke about cats

tell_joke	tell me something funny now

tell_joke	i wanna know something funny

tell_joke	tell me something funny about rats

tell_joke	tell me a joke about animals

tell_joke	tell me a joke about lawyers

tell_joke	tell me a joke about rats

tell_joke	tell me something funny about cats

tell_joke	tell me something funny about dogs

tell_joke	i need to know somthing funny

tell_joke	do you have anything funny to tell me

tell_joke	do you have any jokes to tell me

tell_joke	mind sharing a joke

tell_joke	could you share a joke

tell_joke	i love dad jokes can you tell me one

tell_joke	i would love to hear a joke about the dmv

tell_joke	can you tell me some dog jokes

tell_joke	please tell me a joke about dinosaurs

tell_joke	i'd like to hear a joke about donkeys

tell_joke	tell me a joke about baseball

tell_joke	what's the funniest thing you know about peanuts

tell_joke	i need a good joke about office parties

tell_joke	give me a joke about horses

are_you_a_bot	may i know if you are a real person or an ai

are_you_a_bot	i need to know if you are a real person or an ai

are_you_a_bot	i want to know if you are a real person or an ai

are_you_a_bot	tell me if you are a real person or an ai

are_you_a_bot	are your real or artificial

are_you_a_bot	am i talking to a real person

are_you_a_bot	am i speaking with someone real

are_you_a_bot	would you consider yourself to be a bot

are_you_a_bot	i am not a bot, are you

are_you_a_bot	do you think you are a bot

are_you_a_bot	you sound like a bot

are_you_a_bot	how do i know that you're a person

are_you_a_bot	prove that you're a person

are_you_a_bot	are you a bot or a person

are_you_a_bot	are you real or fake

are_you_a_bot	are you ai, or a person

are_you_a_bot	are you a human or a bot

are_you_a_bot	am i talking with real person or ai

are_you_a_bot	are you real or an ai

are_you_a_bot	are you a bot right now

are_you_a_bot	are you a real human

are_you_a_bot	are you a real person or an ai

are_you_a_bot	so are you a real person

are_you_a_bot	so are you human

are_you_a_bot	so are you a bot

are_you_a_bot	tell me now if you are a bot

are_you_a_bot	i need to know if you are a bot

are_you_a_bot	are you an ai or a real person

are_you_a_bot	are you actually a bot

are_you_a_bot	so are you real

are_you_a_bot	are you a human

are_you_a_bot	am i talking with a real person

are_you_a_bot	are you a computer or a real person

are_you_a_bot	are you a computer, or are you a real person

are_you_a_bot	are you a live person or a computer

are_you_a_bot	are you real or automated

are_you_a_bot	is this a person talking to me or a computer

are_you_a_bot	are you a human being or a robot

are_you_a_bot	are you alive

are_you_a_bot	are you a live human being

are_you_a_bot	are you a computer

are_you_a_bot	are you human or a bot

are_you_a_bot	are you a real person or a computer

are_you_a_bot	are you an automated assistance

are_you_a_bot	are you a person

are_you_a_bot	are you an actual person

are_you_a_bot	are you really a human

are_you_a_bot	are you a real human being

are_you_a_bot	do you know if you are a robot

are_you_a_bot	are you really an actual human being

are_you_a_bot	what are you

are_you_a_bot	do you know you are not human

are_you_a_bot	is there anything real about you

are_you_a_bot	how real are you

are_you_a_bot	are you a real life person

are_you_a_bot	tell me if you are human

are_you_a_bot	are you ai

are_you_a_bot	am i speaking with ai or a real, live person

are_you_a_bot	are you a member or the human race or are you a computer program

are_you_a_bot	are you a person in real life or programmed ai

are_you_a_bot	do you know whether you are a human or whether you're a computer

are_you_a_bot	should i regard you as a human or as a computer

are_you_a_bot	would you say that you are human or copmuter

are_you_a_bot	how are you classified, as a human or a computer

are_you_a_bot	can you tell me if you're human or if you're a computer

are_you_a_bot	i think you are a bot

are_you_a_bot	are you considered a bot

are_you_a_bot	am i talking to an actual person

are_you_a_bot	do you consider yourself a bot

are_you_a_bot	you are a bot aren't you

are_you_a_bot	what are you, a bot or human

are_you_a_bot	are you a live being

are_you_a_bot	are you real or are you an ai

are_you_a_bot	please tell me if you are an ai

are_you_a_bot	are you ai or a real person please

are_you_a_bot	are an an ai

are_you_a_bot	are you real or not

are_you_a_bot	are you an ai or person

are_you_a_bot	are you really a person or an ai

are_you_a_bot	is there a way to tell if you are real or an ai

are_you_a_bot	tell me if you are a person or ai

are_you_a_bot	how do i know if you are a real person

are_you_a_bot	are you a real person or a bot

are_you_a_bot	am i talking to a person or a bot

are_you_a_bot	are you a machine

are_you_a_bot	are you a real person or artificial intelligence

are_you_a_bot	are you a real person or automated

are_you_a_bot	are you a real person or software

are_you_a_bot	are you a real person or a robot

are_you_a_bot	are you an ai or can you prove you're human

are_you_a_bot	are you a human or an ai

are_you_a_bot	are you an actual person, or ai

are_you_a_bot	are you a bot or a real person

are_you_a_bot	do you identify as a human or computer

are_you_a_bot	please specify if you are human or computer

are_you_a_bot	tell me if you are a human or a computer

are_you_a_bot	can you specify if you are a human or a computer

are_you_a_bot	let me know if you are a human or a computer

are_you_a_bot	is this a computer right now or a human being

are_you_a_bot	is this human or a robot

play_music	can i get some music by three six mafia in here

play_music	what does x’s music sound like

play_music	may i hear some music by fleet foxes

play_music	can i hear some music by cloud control

play_music	can x’s music be played

play_music	play some music for me

play_music	i'd like to hear my workout playlist

play_music	put on my jam session playlist please

play_music	can i hear my smooth jazz playlist

play_music	play a song for me

play_music	let's hear my workout playlist

play_music	put my workout playlist on

play_music	put my music on, please

play_music	play rock playlist

play_music	play some music

play_music	rock playlist please

play_music	can you play music

play_music	i want to listen to music

play_music	can you play the rock playlist

play_music	music please

play_music	rock music playlist

play_music	i want to hear my rock playlist

play_music	play that song hey

play_music	yo play that song that go like she take my money

play_music	can u play the song that sound like bells going off

play_music	play me the playlist entitled jazz

play_music	turn on the rap playlist

play_music	turn my drake playlist on

play_music	i want to hear my hip hop playlist

play_music	i need to listen to my beyonce playlist

play_music	can you play right above it

play_music	can you play everlong by foo fighters

play_music	play the song god's plan

play_music	please play come as you are by nirvana

play_music	please play the new lady gaga song

play_music	can you put on music by beach house

play_music	can you find music by slow magic to put on

play_music	i want to play my maroon 5 playlist

play_music	i want to listen to my maroon 5 playlist, play it for me

play_music	look up my maroon 5 playlists; play it

play_music	would you play my maroon 5 playlist

play_music	i need for you to play my maroon 5 playlist

play_music	can you play music the beatles

play_music	i need to play the song that goes like hey jude don't make it bad

play_music	please play even flow by pearl jam

play_music	play help! by the beatles

play_music	i wanna play the song that goes like hey jude don't make it bad

play_music	please play 1979 by the smashing pumpkins

play_music	can you play music by bob dylan

play_music	can you play music by led zeppelin

play_music	go ahead and play the song that goes like hey jude don't make it bad

play_music	please play the song that goes like hey jude don't make it bad

play_music	can you play some music by the beatles for me

play_music	play the song that goes like hey jude don't make it bad

play_music	play heart shaped box

play_music	play hey jude

play_music	can you play music by the rolling stones

play_music	commence playing music

play_music	play me some music

play_music	i want to hear some music

play_music	start up some music

play_music	start playing some music

play_music	i want to hear my vaporwave playlist

play_music	play my post-rock playlist

play_music	play the song called guerrilla radio

play_music	resume my metal playlist

play_music	resume my death metal playlist

play_music	please play my taylor swift mix

play_music	start my playlist

play_music	start playing my black metal playlist

play_music	play the song called blood brothers

play_music	play that song called bring the noise

play_music	play me some tunes

play_music	i want to hear pop music

play_music	play some rock

play_music	play that song called colony of birchman

play_music	play the song called tiny dancer

play_music	turn the radio on for some music

play_music	can you play your guitar right now

play_music	"can you play me that, ""baby shark, doo doo,"" song"

play_music	"play the song with the lyrics, ""baby shark, doo doo"

play_music	"find the song with, ""baby shark, doo doo"

play_music	"i want to hear the song that has, ""baby shark, doo doo"

play_music	"that ""baby shark, doo doo,"" song, i want to hear it"

play_music	i want to hear beatles music

play_music	i want to listen to music by the beatles

play_music	play songs by the beatles

play_music	play music by the beatles

play_music	play beatles

play_music	pull up my shower playlist

play_music	i need to hear my shower playlist

play_music	use my shower playlist

play_music	do the shower playlist please

play_music	i want to hear my shower playlist

play_music	is it okay to listen to elvis' music

play_music	can you play elvis

play_music	can you let me listen to elvis

play_music	do you have music by elvis

play_music	do you have any elvis music

play_music	find that song that goes something like i'm hooked on a feeling

what_are_your_hobbies	what kinds of things are you into

what_are_your_hobbies	what's your favorite hobby

what_are_your_hobbies	what do you like to do in your spare time

what_are_your_hobbies	what do you do for fun

what_are_your_hobbies	do you have any hobbies

what_are_your_hobbies	do you have any past-times

what_are_your_hobbies	what are your favorite hobbies to take part in

what_are_your_hobbies	what things do you like to do

what_are_your_hobbies	what are your favorite hobbies

what_are_your_hobbies	what are your favorite things to do

what_are_your_hobbies	what are ai's hobbies

what_are_your_hobbies	i want to know if you have hobbies

what_are_your_hobbies	i'd like to know your hobbies

what_are_your_hobbies	let's talk about your hobbies

what_are_your_hobbies	can you tell me about your hobbies

what_are_your_hobbies	tell me your hobbies

what_are_your_hobbies	do ai have hobbies and if so what are yours

what_are_your_hobbies	what are you hobbies

what_are_your_hobbies	do you have any hobbies to speak of

what_are_your_hobbies	what hobbies do you do

what_are_your_hobbies	how do you spend your spare time

what_are_your_hobbies	what do you like to do when you have spare time

what_are_your_hobbies	what do you do when you're not working

what_are_your_hobbies	is there anything you like to do in your free time

what_are_your_hobbies	what are the things you like to do for fun

what_are_your_hobbies	what sort of things do you or work on for fun when you have extra time

what_are_your_hobbies	are there activities that you enjoy doing in your free time

what_are_your_hobbies	what are some things you like doing

what_are_your_hobbies	so what sort of hobbies are you into

what_are_your_hobbies	what do you do when you're not working, for fun

what_are_your_hobbies	what do you like to do when you're not working

what_are_your_hobbies	what sorts of things do you do to have a good time

what_are_your_hobbies	what kind of things do you do when you have free time

what_are_your_hobbies	can you describe your hobbies to me

what_are_your_hobbies	please tell me your hobbies

what_are_your_hobbies	tell me all about your hobbies

what_are_your_hobbies	i'd like to hear about your hobbies

what_are_your_hobbies	what things do you enjoy doing

what_are_your_hobbies	what are some things that you enjoy

what_are_your_hobbies	what do you like doing in your free time

what_are_your_hobbies	do you have anything you enjoy to do

what_are_your_hobbies	i like to paint in my free time-do you have any hobbies like that

what_are_your_hobbies	what hobbies do you like doing

what_are_your_hobbies	do you enjoy any hobbies

what_are_your_hobbies	what other hobbies do you enjoy

what_are_your_hobbies	what kinds of hobbies do you enjoy

what_are_your_hobbies	what are some of the hobbies you enjoy doing

what_are_your_hobbies	what do you enjoy doing while not working

what_are_your_hobbies	any hobbies

what_are_your_hobbies	what do you do to occupy your free time

what_are_your_hobbies	i would like to know what hobbies you enjoy

what_are_your_hobbies	what hobbies pique your interest

what_are_your_hobbies	what do you do in your spare time

what_are_your_hobbies	what do you do for hobbies

what_are_your_hobbies	what sorts of activities do you enjoy

what_are_your_hobbies	what kinds of activities do you enjoy

what_are_your_hobbies	what types of activities do you enjoy

what_are_your_hobbies	what sorts of hobbies do you enjoy

what_are_your_hobbies	what kind of activities do you enjoy

what_are_your_hobbies	what's your hobbies

what_are_your_hobbies	what things do you do for fun

what_are_your_hobbies	what hobbies do you like

what_are_your_hobbies	what do you like to do for fun

what_are_your_hobbies	what are some things you like to do

what_are_your_hobbies	tell me what you do for fun

what_are_your_hobbies	can you tell me some of your hobbies

what_are_your_hobbies	might you have any hobbies

what_are_your_hobbies	what kinds of things do you do for hobbies

what_are_your_hobbies	share some of your hobbies with me

what_are_your_hobbies	what keeps you busy in your free time

what_are_your_hobbies	what makes you happy in your free time

what_are_your_hobbies	what do you do in your down time

what_are_your_hobbies	please share your hobbies with me

what_are_your_hobbies	lets talk about your hobbies

what_are_your_hobbies	what kind of hobbies do you have

